name,rating,rating_values,reviews,jobs,interviews
Wardwizard Innovations & Mobility,3.4,"Promotions / Appraisal, Salary & Benefits, Job Security",205,16,10
Valueonshore Advisors,3.7,Work Life Balance,205,20,11
Rohan Motors,3.6,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",205,4,13
Ganit Inc,3.8,"Skill Development / Learning, Work Satisfaction",205,7,28
Al Ahleia Switchgear,3.5,"Promotions / Appraisal, Salary & Benefits, Company Culture",205,--,12
Wardwizard Innovations & Mobility,3.4,"Promotions / Appraisal, Salary & Benefits, Job Security",205,16,10
Rossari Biotech,3.9,Salary & Benefits,205,3,10
TP Southern Odisha Distribution,3.5,Job Security,204,--,20
Praxis home Retail,4.2,"Work Life Balance, Skill Development / Learning, Company Culture",204,4,7
Soothe Healthcare,3.3,"Job Security, Promotions / Appraisal, Company Culture",204,--,17
MaRS Planning & Engineering Services,3.9,"Work Life Balance, Work Satisfaction",204,--,8
CRB Tech Solution,3.7,Na,204,--,12
Shriram Fortune Solutions,3.6,"Promotions / Appraisal, Work Satisfaction, Company Culture",204,--,9
CallHealth,3.5,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",205,--,4
Ecolab,3.5,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",204,78,23
M Swasth Solutions,3.4,"Promotions / Appraisal, Job Security, Skill Development / Learning",204,--,16
Consilio,3.7,"Work Life Balance, Company Culture",204,12,25
Govt. Medical College,4.1,"Work Life Balance, Skill Development / Learning, Work Satisfaction",205,--,13
Jay Ushin,4.0,"Work Life Balance, Company Culture, Work Satisfaction",204,--,7
Continental Hospitals,3.9,"Job Security, Skill Development / Learning",204,10,14
Pradan,3.8,"Skill Development / Learning, Salary & Benefits",204,1,18
Zinnov Management Consulting,3.2,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction",204,47,26
Malayala Manorama,3.7,"Work Life Balance, Company Culture",204,7,13
Hyundai Motor India Engineering,3.8,"Job Security, Work Life Balance",204,--,12
Vedika Credit Capital,3.5,"Promotions / Appraisal, Salary & Benefits, Job Security",204,3,4
Orthosquare Dental Clinic,4.6,"Skill Development / Learning, Work Satisfaction, Company Culture",204,--,16
Boston Institute of Analytics,4.3,"Salary & Benefits, Company Culture, Work Satisfaction",204,1,86
Turito,3.0,"Promotions / Appraisal, Salary & Benefits, Company Culture",204,--,25
AGROCEL INDUSTRIES,4.4,"Job Security, Company Culture, Work Life Balance",204,3,16
AYM Syntex,3.6,"Promotions / Appraisal, Job Security, Company Culture",204,1,18
Alpha Design Technologies,3.5,"Promotions / Appraisal, Salary & Benefits, Company Culture",204,--,15
Aziro (formerly MSys Technoloigies),3.8,"Work Life Balance, Company Culture",204,123,56
Armstrong Robotics & Technologies Private Limited,3.9,"Skill Development / Learning, Company Culture, Work Satisfaction",204,3,27
Mining Engineering Services,3.7,Na,204,--,34
Eternis Fine Chemicals,3.4,"Promotions / Appraisal, Company Culture, Work Life Balance",204,--,18
Infiiloom,3.2,"Promotions / Appraisal, Salary & Benefits, Company Culture",204,2,16
Nineleaps Technology Solutions,4.1,"Work Life Balance, Promotions / Appraisal, Skill Development / Learning",204,--,36
Indo National Limited (Nippo),4.2,"Work Life Balance, Salary & Benefits, Company Culture",204,8,10
Bhima Gold,3.9,"Job Security, Company Culture",204,7,17
LNV Technology,3.8,Salary & Benefits,203,2,14
IFB Automotive,3.8,Work Life Balance,203,--,7
Marsh,4.3,"Job Security, Company Culture, Work Life Balance",203,--,19
ZingHR,3.1,"Promotions / Appraisal, Company Culture, Work Satisfaction",203,--,22
Shopclues,3.3,"Job Security, Promotions / Appraisal, Salary & Benefits",203,57,9
Lokesh Machines,3.7,"Promotions / Appraisal, Salary & Benefits, Company Culture",203,5,12
Tbea Energy,3.9,"Work Life Balance, Job Security",203,10,14
Kopran,3.7,Job Security,203,7,12
CBSI,3.3,"Job Security, Promotions / Appraisal, Skill Development / Learning",203,--,10
Kh Exports,3.8,"Company Culture, Work Life Balance, Skill Development / Learning",203,--,9
Sri Gopikrishna Infrastructure,4.0,"Work Life Balance, Work Satisfaction",203,--,7
Ayesa,4.0,"Work Life Balance, Work Satisfaction",203,--,14
Stashfin,3.9,"Salary & Benefits, Promotions / Appraisal, Skill Development / Learning",203,1,13
Lauren Information Technologies,3.6,"Job Security, Promotions / Appraisal, Work Satisfaction",203,2,9
Bsr Infratech India,3.8,Promotions / Appraisal,203,--,16
Atidiv,2.9,"Job Security, Promotions / Appraisal, Skill Development / Learning",203,6,21
BPO+,4.3,"Company Culture, Skill Development / Learning, Work Life Balance",203,1,44
Toshiba Water Solutions,3.8,"Job Security, Work Life Balance",203,--,20
Tps Infrastructure,4.2,"Salary & Benefits, Work Life Balance, Skill Development / Learning",203,--,14
SAMCO Securities,3.9,"Company Culture, Work Life Balance, Skill Development / Learning",203,--,86
Orange Retail Finance,3.8,"Work Satisfaction, Company Culture, Work Life Balance",203,1,6
Data Patterns,3.4,Job Security,204,12,54
Toppan Merrill,3.8,"Work Life Balance, Company Culture",203,12,24
QUADRANT RESOURCE LLC,4.1,"Work Life Balance, Job Security, Skill Development / Learning",203,18,29
Orange Retail Finance,3.8,"Work Satisfaction, Company Culture, Work Life Balance",203,1,6
Videojet Technologies,3.8,"Salary & Benefits, Company Culture",203,2,8
SBL,3.7,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",203,4,6
Apex Hospital,4.0,"Work Life Balance, Company Culture, Skill Development / Learning",203,29,12
Mordor Intelligence,3.0,"Skill Development / Learning, Work Satisfaction, Job Security",203,1,20
Bikaji Foods,4.1,"Salary & Benefits, Work Life Balance, Skill Development / Learning",203,13,14
Northern Arc Capital,3.7,"Work Life Balance, Salary & Benefits",203,5,16
Fulcrum Digital,3.5,"Promotions / Appraisal, Job Security, Work Satisfaction",203,2,33
DAZN,2.5,"Promotions / Appraisal, Company Culture, Job Security",203,71,38
ITCube Solutions,3.0,"Promotions / Appraisal, Company Culture, Salary & Benefits",203,--,16
Country Inns & Suites,4.1,"Work Life Balance, Work Satisfaction, Job Security",202,--,6
BajajSons,3.6,"Promotions / Appraisal, Salary & Benefits, Company Culture",202,--,10
TNT Express,4.0,"Company Culture, Work Life Balance, Work Satisfaction",202,--,6
Raheja Developers,2.7,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",202,1,6
Mark's,4.1,"Job Security, Work Life Balance, Salary & Benefits",202,5,9
ATS Homekraft,4.1,"Company Culture, Work Life Balance, Salary & Benefits",202,5,23
Elofic Industries,4.0,"Job Security, Work Life Balance, Salary & Benefits",202,--,11
Hgs Services,3.8,Company Culture,202,--,55
Mitsubishi Heavy Industries,4.2,"Work Life Balance, Work Satisfaction, Company Culture",202,--,4
KisanKraft Machine Tools,3.4,"Job Security, Promotions / Appraisal, Skill Development / Learning",202,4,12
Graviti Pharmaceuticals,3.1,"Job Security, Company Culture, Work Satisfaction",202,18,6
ACT Plast Paints,3.8,Skill Development / Learning,202,--,10
NGK Spark Plugs,4.1,"Company Culture, Work Life Balance, Job Security",202,--,23
Kerakoll,4.2,"Work Life Balance, Company Culture, Job Security",202,--,16
Kazo Fashion,3.4,"Work Satisfaction, Job Security, Company Culture",202,5,12
Centrient Pharmaceuticals,3.8,Work Life Balance,202,--,16
Andhra Pradesh State Skill Development Corporation,3.9,"Skill Development / Learning, Work Life Balance",202,--,5
Abante Integrated Management Services,4.2,"Work Life Balance, Skill Development / Learning, Salary & Benefits",202,16,16
Sahajanand Laser Technology,3.2,"Promotions / Appraisal, Salary & Benefits, Company Culture",202,21,19
Pran Beverages India,3.7,"Promotions / Appraisal, Job Security, Company Culture",202,--,14
MyCaptain,3.7,"Work Life Balance, Work Satisfaction",202,--,49
Upstox,3.5,"Promotions / Appraisal, Company Culture, Work Life Balance",204,--,44
Travel Boutique Online,3.3,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",202,4,27
Ventra Health,3.1,"Promotions / Appraisal, Company Culture, Work Satisfaction",202,16,14
Network Intelligence India,3.2,"Promotions / Appraisal, Salary & Benefits, Company Culture",202,8,19
Arihant Publications,3.4,"Promotions / Appraisal, Job Security, Salary & Benefits",202,2,23
Mazars,2.9,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",202,--,21
Pathfinder Business Analysis,3.4,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",202,2,14
SAS,4.2,"Work Life Balance, Company Culture, Job Security",202,50,21
Motion Education,3.4,"Promotions / Appraisal, Company Culture, Job Security",202,53,16
Gulbrandsen,4.1,"Company Culture, Work Life Balance, Salary & Benefits",202,--,6
Emirates Flight Catering,4.3,"Company Culture, Job Security, Work Life Balance",202,--,27
Dr Oetker,4.2,"Work Life Balance, Company Culture, Work Satisfaction",202,--,13
Bonito Designs,3.3,"Work Life Balance, Promotions / Appraisal, Company Culture",212,4,29
Radhakrishna Foodland,3.8,"Promotions / Appraisal, Salary & Benefits",202,--,9
Hi Tech Informatics,3.5,"Promotions / Appraisal, Job Security, Skill Development / Learning",201,--,12
Peps Industries,4.0,"Work Life Balance, Job Security, Skill Development / Learning",201,--,13
GEETANJALI HOMESTATE,3.7,Skill Development / Learning,201,--,16
Rajesh Motors,3.8,Skill Development / Learning,201,--,6
Sagitec Solutions,3.3,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",201,3,23
Petronas Lubricants,3.2,"Promotions / Appraisal, Work Satisfaction, Job Security",201,4,19
CONTUS TECH,4.3,"Company Culture, Work Satisfaction, Skill Development / Learning",201,3,57
Tokai Imperial Rubber India,4.0,"Work Life Balance, Salary & Benefits, Work Satisfaction",201,--,14
Quest Global Technologies,3.5,"Promotions / Appraisal, Job Security, Salary & Benefits",201,9,26
Ashv Finance,4.1,"Work Life Balance, Company Culture, Work Satisfaction",201,--,10
Anlage Infotech,2.8,"Job Security, Company Culture, Promotions / Appraisal",201,--,18
Vishay Components,4.2,"Work Life Balance, Company Culture, Work Satisfaction",201,5,13
Bajel Projects,4.2,"Salary & Benefits, Work Life Balance, Company Culture",201,5,20
Quest Diagnostics,4.4,"Work Life Balance, Salary & Benefits, Company Culture",201,52,11
Modicare,4.1,"Company Culture, Work Life Balance, Salary & Benefits",201,2,18
First Citizens India,3.9,"Salary & Benefits, Company Culture, Work Life Balance",201,54,20
ZKTeco Biometrics,3.0,"Company Culture, Promotions / Appraisal, Work Life Balance",201,--,26
Vnr Seeds,4.0,"Company Culture, Skill Development / Learning, Work Life Balance",201,24,15
Ascendum KPS,3.6,"Promotions / Appraisal, Salary & Benefits, Job Security",201,--,26
OptimHire,3.5,"Salary & Benefits, Job Security, Promotions / Appraisal",201,--,27
Parker Hannifin,3.7,"Promotions / Appraisal, Work Satisfaction, Company Culture",200,7,6
InSync Analytics,2.5,"Work Life Balance, Company Culture, Work Satisfaction",200,2,37
DigiCall Teleservices,4.0,"Company Culture, Work Life Balance, Work Satisfaction",200,--,2
PES Engineers,4.2,"Job Security, Skill Development / Learning, Work Life Balance",200,1,12
REI Systems,3.9,"Work Life Balance, Work Satisfaction, Company Culture",200,3,34
Shanthi Gears,3.3,"Promotions / Appraisal, Work Life Balance, Company Culture",200,--,19
SSEM,3.3,"Promotions / Appraisal, Company Culture, Salary & Benefits",200,--,10
B2x Service Solutions,3.9,"Work Life Balance, Skill Development / Learning, Work Satisfaction",200,--,4
Futaba Industrial Gujarat,4.4,"Company Culture, Work Life Balance, Job Security",200,--,11
Precision Camshafts,3.2,"Promotions / Appraisal, Salary & Benefits, Job Security",200,--,4
Codeyoung,3.6,"Promotions / Appraisal, Work Life Balance, Job Security",208,3,56
Victora Industries,3.7,"Company Culture, Promotions / Appraisal, Work Satisfaction",207,--,12
Keertana Finserv,3.3,"Job Security, Work Satisfaction, Promotions / Appraisal",200,10,24
Roulunds Braking,3.6,"Promotions / Appraisal, Company Culture, Work Satisfaction",200,--,21
Siemens PLM Software,4.0,"Work Life Balance, Job Security, Company Culture",200,--,12
SKETS Studio,3.5,Job Security,200,--,28
Siemens PLM Software,4.0,"Work Life Balance, Job Security, Company Culture",200,--,12
Prologic Web Solutions,4.0,"Company Culture, Work Satisfaction, Skill Development / Learning",200,4,37
ORISSA METALIKS,3.8,"Promotions / Appraisal, Company Culture, Work Satisfaction",200,--,10
Sendan International Co,2.1,"Promotions / Appraisal, Salary & Benefits, Company Culture",200,--,15
Izmo,3.0,"Promotions / Appraisal, Salary & Benefits, Company Culture",200,21,17
RineX,3.6,Na,200,--,219
Marque Impex,3.9,"Work Life Balance, Company Culture, Work Satisfaction",200,--,15
Josh Talks,4.2,"Work Life Balance, Company Culture, Work Satisfaction",200,--,27
Svatantra Micro Housing Finance Corporation Limited,3.9,"Work Life Balance, Company Culture",200,28,15
MSC Technology India,4.0,"Job Security, Work Life Balance, Work Satisfaction",200,25,40
Reserve Bank Information Technology,3.3,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",200,2,49
SmartStream Technologies,3.5,"Promotions / Appraisal, Company Culture, Work Satisfaction",199,6,16
Groupe Lactalis,3.6,"Promotions / Appraisal, Job Security, Work Satisfaction",199,129,10
Mol Information Processing Services India,3.6,Job Security,199,--,8
Heads Up For Tails,3.7,"Job Security, Promotions / Appraisal",199,19,16
Bharat Broadband Network,3.8,"Work Life Balance, Work Satisfaction",199,--,10
HIVELOOP LOGISTICS,4.2,"Work Life Balance, Skill Development / Learning, Salary & Benefits",199,--,4
Parijat Industries (India),4.0,"Work Life Balance, Company Culture, Salary & Benefits",199,2,9
Ways2excel,4.4,"Company Culture, Skill Development / Learning, Work Life Balance",199,--,4
TechStar Group,4.3,"Work Life Balance, Salary & Benefits, Company Culture",199,4,19
inMorphis Services,4.1,"Skill Development / Learning, Company Culture, Work Life Balance",199,17,12
Janatics India,4.1,"Job Security, Work Life Balance",199,6,11
Sakura Autoparts,3.7,Company Culture,199,1,11
Kama Ayurveda,3.9,"Work Life Balance, Skill Development / Learning",199,7,19
UST BlueConch Technologies,3.6,Work Life Balance,199,--,20
Montra Electric,3.7,Promotions / Appraisal,199,7,15
Vinculum Solutions,2.4,"Promotions / Appraisal, Salary & Benefits, Job Security",199,7,14
Connectwell Industries,3.7,"Promotions / Appraisal, Salary & Benefits, Work Life Balance",199,18,13
Milan Laboratories India Private Limited,3.8,Skill Development / Learning,199,4,9
iLink Digital,2.9,"Promotions / Appraisal, Job Security, Work Satisfaction",199,27,22
IIMT Group of Colleges,4.2,"Work Life Balance, Job Security, Company Culture",199,21,28
Daffodil Software,3.2,"Work Life Balance, Company Culture, Work Satisfaction",199,1,29
Vivifi India Finance,3.5,Job Security,199,--,24
Artech,3.1,"Promotions / Appraisal, Job Security, Company Culture",199,--,13
Praxair,4.1,"Company Culture, Work Satisfaction, Skill Development / Learning",198,--,7
ReGen Powertech,3.7,"Promotions / Appraisal, Salary & Benefits, Job Security",198,--,10
Sanmar Group,3.7,Job Security,198,--,22
Utkal Alumina International,4.2,"Work Life Balance, Job Security, Company Culture",198,--,17
St Regis,4.2,"Job Security, Company Culture, Skill Development / Learning",198,--,7
Embio,3.8,"Job Security, Work Life Balance, Work Satisfaction",198,3,5
Rama University,3.3,"Job Security, Promotions / Appraisal, Company Culture",198,180,14
eligarf Technologies,3.9,"Work Life Balance, Company Culture, Work Satisfaction",198,2,13
Doubletree By Hilton,4.0,"Job Security, Skill Development / Learning, Company Culture",197,--,8
Raksha TPA,4.1,"Work Life Balance, Company Culture, Job Security",198,--,6
Skypro Technologies,3.4,"Promotions / Appraisal, Salary & Benefits, Job Security",198,--,14
Sigma Freudenberg NOK,4.1,"Work Life Balance, Company Culture, Job Security",198,--,10
Prozo,3.3,"Company Culture, Promotions / Appraisal, Work Life Balance",198,--,11
St Regis,4.2,"Job Security, Company Culture, Skill Development / Learning",198,--,7
Fisdom,3.4,"Job Security, Work Satisfaction, Company Culture",197,16,16
Tata Lockheed Martin Aerostructures,4.0,"Job Security, Skill Development / Learning, Company Culture",198,--,16
Colorbar Cosmetics,3.9,"Work Life Balance, Salary & Benefits, Skill Development / Learning",198,--,13
Crossword Bookstores,3.7,"Promotions / Appraisal, Salary & Benefits, Company Culture",198,--,7
Wings Biotech,3.1,"Promotions / Appraisal, Company Culture, Work Satisfaction",198,4,9
Transaction Solutions International (India) Pvt Ltd,3.9,"Company Culture, Work Life Balance",198,--,21
